"Name","totalWells","Runtime","eliteSize","mutationRate","numGenerations","populationSize","tournamentSize","finalMSE","monetaryCost","timeCost"
"cosmic-sweep-147","25","167","3","0.1","50","20","6","0.0938284769654274","692607.1574711094","69260.71574711094"
"apricot-sweep-109","25","198","3","0.05","50","20","3","0.09543588757514954","688769.6960179942","68876.96960179941"
"vocal-sweep-2","26","59","2","0.05","50","20","4","0.0914132222533226","713232.841479001","71323.28414790009"
"rich-sweep-218","26","204","4","0.05","50","20","4","0.09179084748029707","709159.1177355942","70915.91177355943"
"vocal-sweep-38","28","281","2","0.1","50","20","4","0.08669009059667587","772185.989089714","77218.5989089714"
"northern-sweep-317","","61","4","0.15","200","20","4","","",""
"eternal-sweep-287","","5692","4","0.1","200","100","4","","",""
"vibrant-sweep-23","","43","2","0.05","150","50","4","","",""
"glad-sweep-302","","53","4","0.15","100","50","4","","",""
"hopeful-sweep-316","","66","4","0.15","200","20","3","","",""
"glowing-sweep-319","","54","4","0.15","200","50","3","","",""
"pious-sweep-303","","53","4","0.15","100","50","6","","",""
"gentle-sweep-288","","5690","4","0.1","200","100","6","","",""
"jumping-sweep-298","","37","4","0.15","100","20","3","","",""
"youthful-sweep-18","","8","2","0.05","100","100","6","","",""
"likely-sweep-322","","28","4","0.15","200","100","3","","",""
"flowing-sweep-9","","222","2","0.05","50","100","6","","",""
"ruby-sweep-25","","40","2","0.05","150","100","3","","",""
"polar-sweep-304","","27","4","0.15","100","100","3","","",""
"hearty-sweep-311","","93","4","0.15","150","50","4","","",""
"youthful-sweep-24","","42","2","0.05","150","50","6","","",""
"solar-sweep-13","","187","2","0.05","100","50","3","","",""
"distinctive-sweep-12","","187","2","0.05","100","20","6","","",""
"trim-sweep-305","","27","4","0.15","100","100","4","","",""
"stellar-sweep-299","","35","4","0.15","100","20","4","","",""
"eager-sweep-321","","29","4","0.15","200","50","6","","",""
"grateful-sweep-313","","32","4","0.15","150","100","3","","",""
"curious-sweep-11","","188","2","0.05","100","20","4","","",""
"happy-sweep-312","","34","4","0.15","150","50","6","","",""
"morning-sweep-315","","36","4","0.15","150","100","6","","",""
"super-sweep-296","","38","4","0.15","50","100","4","","",""
"peachy-sweep-300","","54","4","0.15","100","20","6","","",""
"resilient-sweep-324","","30","4","0.15","200","100","6","","",""
"royal-sweep-22","","44","2","0.05","150","50","3","","",""
"crimson-sweep-320","","28","4","0.15","200","50","4","","",""
"sweepy-sweep-307","","26","4","0.15","150","20","3","","",""
"gallant-sweep-6","","311","2","0.05","50","50","6","","",""
"drawn-sweep-17","","8","2","0.05","100","100","4","","",""
"feasible-sweep-297","","37","4","0.15","50","100","6","","",""
"woven-sweep-308","","95","4","0.15","150","20","4","","",""
"earnest-sweep-323","","27","4","0.15","200","100","4","","",""
"silver-sweep-309","","94","4","0.15","150","20","6","","",""
"wild-sweep-28","","65445","2","0.05","200","20","3","","",""
"good-sweep-16","","8","2","0.05","100","100","3","","",""
"fancy-sweep-318","","58","4","0.15","200","20","6","","",""
"ethereal-sweep-310","","94","4","0.15","150","50","3","","",""
"stilted-sweep-20","","10","2","0.05","150","20","4","","",""
"graceful-sweep-15","","183","2","0.05","100","50","6","","",""
"rosy-sweep-294","","4382","4","0.15","50","50","6","","",""
"sleek-sweep-295","","4361","4","0.15","50","100","3","","",""
"fluent-sweep-301","","53","4","0.15","100","50","3","","",""
"likely-sweep-306","","27","4","0.15","100","100","6","","",""
"fast-sweep-8","","255","2","0.05","50","100","4","","",""
"valiant-sweep-21","","43","2","0.05","150","20","6","","",""
"rosy-sweep-7","","279","2","0.05","50","100","3","","",""
"peach-sweep-14","","187","2","0.05","100","50","4","","",""
"stoic-sweep-19","","8","2","0.05","150","20","3","","",""
"rosy-sweep-10","","186","2","0.05","100","20","3","","",""
"zany-sweep-314","","37","4","0.15","150","100","4","","",""
